# =================================================================================================
# Hot humid biomes
# =================================================================================================

# N.B. To make mangrove swamps look the way they're supposed to, use MANGROVE rather than BEACH constants
gaia_hot_temperate_lowland|Hot temperate lowland biome|||unilib:dirt_ordinary_with_turf_hot_temperate_lowland 1|unilib:dirt_ordinary 5|unilib:stone_sandstone_white|||||||||LOWLAND|COASTAL||HOT|TEMPERATE
gaia_hot_temperate_shelf|Hot temperate shelf biome|||unilib:dirt_coarse_with_turf_hot_temperate_shelf 1|unilib:dirt_coarse 4|unilib:stone_sandstone_white|||||||||SHELF|LOWLAND||HOT|TEMPERATE
gaia_hot_temperate_highland|Hot temperate highland biome|||unilib:clay_red_with_turf_hot_temperate_highland 1|unilib:clay_red 3|unilib:stone_sandstone_white|||||||||HIGHLAND|SHELF||HOT|TEMPERATE
gaia_hot_temperate_mountain|Hot temperate mountain biome|||unilib:stone_sandstone_white 10|unilib:stone_granite_white 20|unilib:stone_schist_grey|||||||||MOUNTAIN|HIGHLAND||HOT|TEMPERATE
gaia_hot_temperate_strato|Hot tempera testratospheric biome|||unilib:stone_sandstone_white 15|unilib:stone_granite_white 25|unilib:stone_schist_grey|||||||||STRATO|MOUNTAIN||HOT|TEMPERATE

# =================================================================================================
# Hot semiarid biomes
# =================================================================================================

gaia_hot_semiarid_ocean|Hot semi-arid ocean biome|||unilib:sand_ordinary 2|unilib:sand_ordinary 4|unilib:stone_granite_pink|||||||||BEACH_MIN|OCEAN||HOT|SEMIARID
gaia_hot_semiarid_beach|Hot semi-arid beach biome|||unilib:sand_ordinary 2|unilib:dirt_clayey 4|unilib:stone_granite_pink|||||||||BEACH_MAX|BEACH_MIN||HOT|SEMIARID
gaia_hot_semiarid_coastal|Hot semi-arid coastal biome|||unilib:dirt_ordinary_with_turf_hot_semiarid_coastal 1|unilib:dirt_ordinary 6|unilib:stone_granite_pink|||||||||COASTAL|BEACH_MAX||HOT|SEMIARID
gaia_hot_semiarid_lowland|Hot semi-arid lowland biome|||unilib:dirt_coarse_with_turf_hot_semiarid_lowland 1|unilib:dirt_coarse 5|unilib:stone_granite_pink|||||||||LOWLAND|COASTAL||HOT|SEMIARID
gaia_hot_semiarid_shelf|Hot semi-arid shelf biome|||unilib:clay_red_with_turf_hot_semiarid_shelf 1|unilib:clay_red 4|unilib:stone_granite_pink|||||||||SHELF|LOWLAND||HOT|SEMIARID
gaia_hot_semiarid_highland|Hot semi-arid highland biome|||unilib:dirt_clayey_with_turf_hot_semiarid_highland 1|unilib:dirt_clayey 3|unilib:stone_granite_pink|||||||||HIGHLAND|SHELF||HOT|SEMIARID
gaia_hot_semiarid_mountain|Hot semi-arid mountain biome|||unilib:stone_granite_pink 10|unilib:stone_limestone_red 20|unilib:stone_gabbro_red|||||||||MOUNTAIN|HIGHLAND||HOT|SEMIARID
gaia_hot_semiarid_strato|Hot semi-arid stratospheric biome|||unilib:stone_granite_pink 15|unilib:stone_limestone_red 25|unilib:stone_gabbro_red|||||||||STRATO|MOUNTAIN||HOT|SEMIARID

# =================================================================================================
# Hot arid biomes
# =================================================================================================

# N.B. The "ore_gaia_hot_arid" package replaces matrix nodes with clay strata
gaia_hot_arid_ocean|Hot arid ocean biome|||unilib:sand_ordinary 2|unilib:clay_red 4|unilib:stone_desert|||||||||BEACH_MIN|OCEAN||HOT|ARID
gaia_hot_arid_beach|Hot arid beach biome|||unilib:gravel_sandstone_desert 1|unilib:clay_red 4|unilib:stone_desert|||||||||BEACH_MAX|BEACH_MIN||HOT|ARID
gaia_hot_arid_coastal|Hot arid coastal biome|||unilib:sand_barren 1|unilib:sand_barren 1|unilib:stone_desert|||unilib:sand_ordinary||||||COASTAL|BEACH_MAX||HOT|ARID
gaia_hot_arid_lowland|Hot arid lowland biome|||||unilib:misc_matrix_gaia_hot|||unilib:sand_ordinary||||||LOWLAND|COASTAL||HOT|ARID
gaia_hot_arid_shelf|Hot arid shelf biome|||||unilib:misc_matrix_gaia_hot|||unilib:sand_ordinary||||||SHELF|LOWLAND||HOT|ARID
gaia_hot_arid_highland|Hot arid highland biome|||||unilib:misc_matrix_gaia_hot|||unilib:sand_ordinary||||||HIGHLAND|SHELF||HOT|ARID
gaia_hot_arid_mountain|Hot arid mountain biome|||||unilib:stone_sandstone_barren|||||||||MOUNTAIN|HIGHLAND||HOT|ARID
gaia_hot_arid_strato|Hot arid stratospheric biome|||||unilib:stone_sandstone_barren|||||||||STRATO|MOUNTAIN||HOT|ARID

# =================================================================================================
# Warm humid biomes
# =================================================================================================

gaia_warm_humid_ocean|Warm humid ocean biome|||unilib:sand_ordinary 4|unilib:stone_sandstone_ordinary 6|unilib:stone_brownstone_dark|||||||||BEACH_MIN|OCEAN||WARM|HUMID
gaia_warm_humid_beach|Warm humid beach biome|||unilib:sand_silica 2|unilib:sand_volcanic_dust 4|unilib:stone_brownstone_dark|||||||||BEACH_MAX|BEACH_MIN||WARM|HUMID
gaia_warm_humid_coastal|Warm humid coastal biome|||unilib:dirt_silt_coarse_with_turf_warm_humid_coastal 1|unilib:dirt_silt_coarse 6|unilib:stone_brownstone_dark|||||||||COASTAL|BEACH_MAX||WARM|HUMID
gaia_warm_humid_lowland|Warm humid lowland biome|||unilib:dirt_silt_fine_with_turf_warm_humid_lowland 1|unilib:dirt_silt_fine 5|unilib:stone_brownstone_dark|||||||||LOWLAND|COASTAL||WARM|HUMID
gaia_warm_humid_shelf|Warm humid shelf biome|||unilib:dirt_dark_with_turf_warm_humid_shelf 1|unilib:dirt_dark 4|unilib:stone_brownstone_dark|||||||||SHELF|LOWLAND||WARM|HUMID
gaia_warm_humid_highland|Warm humid highland biome|||unilib:dirt_dark_with_turf_warm_humid_highland 1|unilib:dirt_ordinary 3|unilib:stone_brownstone_dark|||||||||HIGHLAND|SHELF||WARM|HUMID
gaia_warm_humid_mountain|Warm humid mountain biome|||unilib:stone_brownstone_dark 10|unilib:stone_sandstone_brown 20|unilib:stone_basalt_dark|||||||||MOUNTAIN|HIGHLAND||WARM|HUMID
gaia_warm_humid_strato|Warm humid stratospheric biome|||unilib:stone_brownstone_dark 15|unilib:stone_sandstone_brown 25|unilib:stone_basalt_dark|||||||||STRATO|MOUNTAIN||WARM|HUMID

# =================================================================================================
# Warm semihumid biomes
# =================================================================================================

gaia_warm_semihumid_ocean|Warm semi-humid ocean biome|||unilib:sand_ordinary 2|unilib:sand_ordinary 4|unilib:stone_quartzite_brown|||||||||BEACH_MIN|OCEAN||WARM|SEMIHUMID
gaia_warm_semihumid_beach|Warm semi-humid beach biome|||unilib:sand_silica 2|unilib:sand_silica 4|unilib:stone_quartzite_brown|||||||||BEACH_MAX|BEACH_MIN||WARM|SEMIHUMID
gaia_warm_semihumid_coastal|Warm semi-humid coastal biome|||unilib:dirt_silt_fine_with_turf_warm_semihumid_coastal 1|unilib:dirt_silt_fine 6|unilib:stone_quartzite_brown|||||||||COASTAL|BEACH_MAX||WARM|SEMIHUMID
gaia_warm_semihumid_lowland|Warm semi-humid lowland biome|||unilib:dirt_dark_with_turf_warm_semihumid_lowland 1|unilib:dirt_dark 5|unilib:stone_quartzite_brown|||||||||LOWLAND|COASTAL||WARM|SEMIHUMID
gaia_warm_semihumid_shelf|Warm semi-humid shelf biome|||unilib:dirt_coarse_with_turf_warm_semihumid_shelf 1|unilib:dirt_coarse 4|unilib:stone_quartzite_brown|||||||||SHELF|LOWLAND||WARM|SEMIHUMID
gaia_warm_semihumid_highland|Warm semi-humid highland biome|||unilib:dirt_parched_with_turf_warm_semihumid_highland 1|unilib:dirt_parched 3|unilib:stone_quartzite_brown|||||||||HIGHLAND|SHELF||WARM|SEMIHUMID
gaia_warm_semihumid_mountain|Warm semi-humid mountain biome|||unilib:stone_quartzite_brown 10|unilib:stone_sandstone_beige 20|unilib:stone_gneiss_brown|||||||||MOUNTAIN|HIGHLAND||WARM|SEMIHUMID
gaia_warm_semihumid_strato|Warm semi-humid stratospheric biome|||unilib:stone_quartzite_brown 15|unilib:stone_sandstone_beige 25|unilib:stone_gneiss_brown|||||||||STRATO|MOUNTAIN||WARM|SEMIHUMID

# =================================================================================================
# Warm temperate biomes
# =================================================================================================

gaia_warm_temperate_ocean|Warm temperate ocean biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_limestone_white|||||||||BEACH_MIN|OCEAN||WARM|TEMPERATE
gaia_warm_temperate_beach|Warm temperate beach biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_limestone_white|||||||||BEACH_MAX|BEACH_MIN||WARM|TEMPERATE
gaia_warm_temperate_coastal|Warm temperate coastal biome|||unilib:dirt_dark_with_turf_warm_temperate_coastal 1|unilib:dirt_dark 6|unilib:stone_limestone_white|||||||||COASTAL|BEACH_MAX||WARM|TEMPERATE
gaia_warm_temperate_lowland|Warm temperate lowland biome|||unilib:dirt_ordinary_with_turf_warm_temperate_lowland 1|unilib:dirt_ordinary 5|unilib:stone_limestone_white|||||||||LOWLAND|COASTAL||WARM|TEMPERATE
gaia_warm_temperate_shelf|Warm temperate shelf biome|||unilib:dirt_coarse_with_turf_warm_temperate_shelf 1|unilib:dirt_coarse 4|unilib:stone_limestone_white|||||||||SHELF|LOWLAND||WARM|TEMPERATE
gaia_warm_temperate_highland|Warm temperate highland biome|||unilib:clay_red_with_turf_warm_temperate_highland 1|unilib:clay_red 3|unilib:stone_limestone_white|||||||||HIGHLAND|SHELF||WARM|TEMPERATE
gaia_warm_temperate_mountain|Warm temperate mountain biome|||unilib:stone_limestone_white 10|unilib:stone_granite_white 20|unilib:stone_schist_grey|||||||||MOUNTAIN|HIGHLAND||WARM|TEMPERATE
gaia_warm_temperate_strato|Warm temperate stratospheric biome|||unilib:stone_limestone_white 15|unilib:stone_granite_white 25|unilib:stone_schist_grey|||||||||STRATO|MOUNTAIN||WARM|TEMPERATE

# =================================================================================================
# Warm semiarid biomes
# =================================================================================================

gaia_warm_semiarid_ocean|Warm semi-arid ocean biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_gabbro_red|||||||||BEACH_MIN|OCEAN||WARM|SEMIARID
gaia_warm_semiarid_beach|Warm semi-arid beach biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_gabbro_red|||||||||BEACH_MAX|BEACH_MIN||WARM|SEMIARID
gaia_warm_semiarid_coastal|Warm semi-arid coastal biome|||unilib:stone_sandstone_white 1|unilib:dirt_ordinary 4|unilib:stone_gabbro_red|||||||||COASTAL|BEACH_MAX||WARM|SEMIARID
gaia_warm_semiarid_lowland|Warm semi-arid lowland biome|||unilib:dirt_coarse_with_turf_warm_semiarid_lowland 1|unilib:dirt_coarse 4|unilib:stone_gabbro_red|||||||||LOWLAND|COASTAL||WARM|SEMIARID
gaia_warm_semiarid_shelf|Warm semi-arid shelf biome|||unilib:clay_red_with_turf_warm_semiarid_shelf 1|unilib:clay_red 4|unilib:stone_gabbro_red|||||||||SHELF|LOWLAND||WARM|SEMIARID
gaia_warm_semiarid_highland|Warm semi-arid highland biome|||unilib:dirt_clayey_with_turf_warm_semiarid_highland 1|unilib:dirt_clayey 4|unilib:stone_gabbro_red|||||||||HIGHLAND|SHELF||WARM|SEMIARID
gaia_warm_semiarid_mountain|Warm semi-arid mountain biome|||unilib:stone_gabbro_red 10|unilib:stone_granite_pink 20|unilib:stone_limestone_red|||||||||MOUNTAIN|HIGHLAND||WARM|SEMIARID
gaia_warm_semiarid_strato|Warm semi-arid stratospheric biome|||unilib:stone_gabbro_red 15|unilib:stone_granite_pink 25|unilib:stone_limestone_red|||||||||STRATO|MOUNTAIN||WARM|SEMIARID

# =================================================================================================
# Warm arid biomes
# =================================================================================================

gaia_warm_arid_ocean|Warm arid ocean biome|||unilib:sand_ordinary 2|unilib:sand_ordinary 4|unilib:stone_sandstone_ordinary|||||||||BEACH_MIN|OCEAN||WARM|ARID
gaia_warm_arid_beach|Warm arid beach biome|||unilib:gravel_sandstone_desert 1|unilib:sand_ordinary 4|unilib:stone_sandstone_ordinary|||||||||BEACH_MAX|BEACH_MIN||WARM|ARID
gaia_warm_arid_coastal|Warm arid coastal biome|||unilib:sand_desert 4|unilib:stone_sandstone_desert 10|unilib:stone_sandstone_brown|||unilib:stone_sandstone_white||||||COASTAL|BEACH_MAX||WARM|ARID
gaia_warm_arid_lowland|Warm arid lowland biome|||unilib:sand_ordinary 4|unilib:stone_sandstone_ordinary 10|unilib:stone_sandstone_desert|||unilib:stone_sandstone_white||||||LOWLAND|COASTAL||WARM|ARID
gaia_warm_arid_shelf|Warm arid shelf biome|||unilib:sand_ordinary 4|unilib:stone_sandstone_ordinary 10|unilib:stone_sandstone_desert|||unilib:stone_sandstone_white||||||SHELF|LOWLAND||WARM|ARID
gaia_warm_arid_highland|Warm arid highland biome|||unilib:sand_ordinary 4|unilib:stone_sandstone_ordinary 15|unilib:stone_sandstone_desert|||unilib:stone_sandstone_white||||||HIGHLAND|SHELF||WARM|ARID
gaia_warm_arid_mountain|Warm arid mountain biome|||unilib:stone_sandstone_desert 10|unilib:stone_sandstone_pink 20|unilib:stone_desert|||unilib:stone_sandstone_white||||||MOUNTAIN|HIGHLAND||WARM|ARID
gaia_warm_arid_strato|Warm arid stratospheric biome|||unilib:stone_sandstone_desert 15|unilib:stone_sandstone_pink 25|unilib:stone_desert|||unilib:stone_sandstone_white||||||STRATO|MOUNTAIN||WARM|ARID

# =================================================================================================
# Mild humid biomes
# =================================================================================================

gaia_mild_humid_ocean|Mild humid ocean biome|||unilib:sand_silt 4|unilib:sand_ordinary 6|unilib:stone_brownstone_pale|||||||||BEACH_MIN|OCEAN||MILD|HUMID
gaia_mild_humid_beach|Mild humid beach biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_brownstone_pale|||||||||BEACH_MAX|BEACH_MIN||MILD|HUMID
gaia_mild_humid_coastal|Mild humid coastal biome|||unilib:dirt_silt_coarse_with_turf_mild_humid_coastal 1|unilib:dirt_silt_coarse 6|unilib:stone_brownstone_pale|||||||||COASTAL|BEACH_MAX||MILD|HUMID
gaia_mild_humid_lowland|Mild humid lowland biome|||unilib:dirt_silt_fine_with_turf_mild_humid_lowland 1|unilib:dirt_silt_fine 5|unilib:stone_brownstone_pale|||||||||LOWLAND|COASTAL||MILD|HUMID
gaia_mild_humid_shelf|Mild humid shelf biome|||unilib:dirt_dark_with_turf_mild_humid_shelf 1|unilib:dirt_dark 4|unilib:stone_brownstone_pale|||||||||SHELF|LOWLAND||MILD|HUMID
gaia_mild_humid_highland|Mild humid highland biome|||unilib:dirt_dark_with_turf_mild_humid_highland 1|unilib:dirt_ordinary 3|unilib:stone_brownstone_pale|||||||||HIGHLAND|SHELF||MILD|HUMID
gaia_mild_humid_mountain|Mild humid mountain biome||unilib:snow_ordinary|unilib:stone_brownstone_pale 10|unilib:stone_sandstone_brown 20|unilib:stone_brownstone_dark|||||||||MOUNTAIN|HIGHLAND||MILD|HUMID
gaia_mild_humid_strato|Mild humid stratospheric biome||unilib:snow_ordinary|unilib:stone_brownstone_pale 15|unilib:stone_sandstone_brown 25|unilib:stone_brownstone_dark|||||||||STRATO|MOUNTAIN||MILD|HUMID

# =================================================================================================
# Mild semihumid biomes
# =================================================================================================

gaia_mild_semihumid_ocean|Mild semi-humid ocean biome|||unilib:sand_ordinary 2|unilib:sand_beige 4|unilib:stone_sandstone_beige|||||||||BEACH_MIN|OCEAN||MILD|SEMIHUMID
gaia_mild_semihumid_beach|Mild semi-humid beach biome|||unilib:sand_ordinary 2|unilib:sand_beige 4|unilib:stone_sandstone_beige|||||||||BEACH_MAX|BEACH_MIN||MILD|SEMIHUMID
gaia_mild_semihumid_coastal|Mild semi-humid coastal biome|||unilib:dirt_silt_fine_with_turf_mild_semihumid_coastal 1|unilib:dirt_silt_fine 4|unilib:stone_sandstone_beige|||||||||COASTAL|BEACH_MAX||MILD|SEMIHUMID
gaia_mild_semihumid_lowland|Mild semi-humid lowland biome|||unilib:dirt_dark_with_turf_mild_semihumid_lowland 1|unilib:dirt_dark 4|unilib:stone_sandstone_beige|||||||||LOWLAND|COASTAL||MILD|SEMIHUMID
gaia_mild_semihumid_shelf|Mild semi-humid shelf biome|||unilib:dirt_ordinary_with_turf_mild_semihumid_shelf 1|unilib:dirt_ordinary 4|unilib:stone_sandstone_beige|||||||||SHELF|LOWLAND||MILD|SEMIHUMID
gaia_mild_semihumid_highland|Mild semi-humid highland biome|||unilib:clay_red_with_turf_mild_semihumid_highland 1|unilib:clay_red 4|unilib:stone_sandstone_beige|||||||||HIGHLAND|SHELF||MILD|SEMIHUMID
gaia_mild_semihumid_mountain|Mild semi-humid mountain biome||unilib:snow_ordinary|unilib:stone_sandstone_beige 10|unilib:stone_quartzite_brown 20|unilib:stone_gneiss_brown|||||||||MOUNTAIN|HIGHLAND||MILD|SEMIHUMID
gaia_mild_semihumid_strato|Mild semi-humid stratospheric biome||unilib:snow_ordinary|unilib:stone_sandstone_beige 15|unilib:stone_quartzite_brown 25|unilib:stone_gneiss_brown|||||||||STRATO|MOUNTAIN||MILD|SEMIHUMID

# =================================================================================================
# Mild temperate biomes
# =================================================================================================

gaia_mild_temperate_ocean|Mild ocean biome|||unilib:sand_ordinary 2|unilib:sand_ordinary 4|unilib:stone_schist_grey|||||||||BEACH_MIN|OCEAN||MILD|TEMPERATE
gaia_mild_temperate_beach|Mild beach biome|||unilib:sand_ordinary 2|unilib:sand_ordinary 4|unilib:stone_schist_grey|||||||||BEACH_MAX|BEACH_MIN||MILD|TEMPERATE
gaia_mild_temperate_coastal|Mild coastal biome|||unilib:dirt_dark_with_turf_mild_temperate_coastal 1|unilib:dirt_dark 4|unilib:stone_schist_grey|||||||||COASTAL|BEACH_MAX||MILD|TEMPERATE
gaia_mild_temperate_lowland|Mild lowland biome|||unilib:dirt_ordinary_with_turf_mild_temperate_lowland 1|unilib:dirt_ordinary 4|unilib:stone_schist_grey|||||||||LOWLAND|COASTAL||MILD|TEMPERATE
gaia_mild_temperate_shelf|Mild shelf biome|||unilib:dirt_coarse_with_turf_mild_temperate_shelf 1|unilib:dirt_coarse 4|unilib:stone_schist_grey|||||||||SHELF|LOWLAND||MILD|TEMPERATE
gaia_mild_temperate_highland|Mild highland biome|||unilib:clay_red_with_turf_mild_temperate_highland 1|unilib:clay_red 4|unilib:stone_schist_grey|||||||||HIGHLAND|SHELF||MILD|TEMPERATE
gaia_mild_temperate_mountain|Mild mountain biome||unilib:snow_ordinary|unilib:stone_schist_grey 10|unilib:stone_granite_white 20|unilib:stone_limestone_white|||||||||MOUNTAIN|HIGHLAND||MILD|TEMPERATE
gaia_mild_temperate_strato|Mild stratospheric biome||unilib:snow_ordinary|unilib:stone_schist_grey 15|unilib:stone_granite_white 25|unilib:stone_limestone_white|||||||||STRATO|MOUNTAIN||MILD|TEMPERATE

# =================================================================================================
# Mild semiarid biomes
# =================================================================================================

gaia_mild_semiarid_ocean|Mild semi-arid ocean biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_limestone_red|||||||||BEACH_MIN|OCEAN||MILD|SEMIARID
gaia_mild_semiarid_beach|Mild semi-arid beach biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_limestone_red|||||||||BEACH_MAX|BEACH_MIN||MILD|SEMIARID
gaia_mild_semiarid_coastal|Mild semi-arid coastal biome|||unilib:dirt_ordinary_with_turf_mild_semiarid_coastal 1|unilib:dirt_ordinary 4|unilib:stone_limestone_red|||||||||COASTAL|BEACH_MAX||MILD|SEMIARID
gaia_mild_semiarid_lowland|Mild semi-arid lowland biome|||unilib:dirt_coarse_with_turf_mild_semiarid_lowland 1|unilib:dirt_coarse 4|unilib:stone_limestone_red|||||||||LOWLAND|COASTAL||MILD|SEMIARID
gaia_mild_semiarid_shelf|Mild semi-arid shelf biome|||unilib:clay_red_with_turf_mild_semiarid_shelf 1|unilib:clay_red 4|unilib:stone_limestone_red|||||||||SHELF|LOWLAND||MILD|SEMIARID
gaia_mild_semiarid_highland|Mild semi-arid highland biome|||unilib:dirt_clayey_with_turf_mild_semiarid_highland 1|unilib:dirt_clayey 4|unilib:stone_limestone_red|||||||||HIGHLAND|SHELF||MILD|SEMIARID
gaia_mild_semiarid_mountain|Mild semi-arid mountain biome|||unilib:stone_limestone_red 10|unilib:stone_granite_pink 20|unilib:stone_gabbro_red|||||||||MOUNTAIN|HIGHLAND||MILD|SEMIARID
gaia_mild_semiarid_strato|Mild semi-arid stratospheric biome|||unilib:stone_limestone_red 15|unilib:stone_granite_pink 25|unilib:stone_gabbro_red|||||||||STRATO|MOUNTAIN||MILD|SEMIARID

# =================================================================================================
# Mild arid biomes
# =================================================================================================

# N.B. The "ore_gaia_mild_arid" package replaces matrix nodes with non-clay strata
gaia_mild_arid_ocean|Mild arid ocean biome|||unilib:sand_golden 2|unilib:sand_golden 4|unilib:stone_sandstone_ordinary|||||||||BEACH_MIN|OCEAN||MILD|ARID
gaia_mild_arid_beach|Mild arid beach biome|||unilib:gravel_sandstone_golden 1|unilib:sand_golden 4|unilib:stone_sandstone_ordinary|||||||||BEACH_MAX|BEACH_MIN||MILD|ARID
gaia_mild_arid_coastal|Mild arid coastal biome|||unilib:dirt_brown_with_turf_mild_arid_coastal 5|unilib:gravel_sandstone_golden 4|unilib:stone_sandstone_ordinary|||||||||COASTAL|BEACH_MAX||MILD|ARID
gaia_mild_arid_lowland|Mild arid lowland biome|||||unilib:misc_matrix_gaia_mild|||unilib:sand_ordinary||||||LOWLAND|COASTAL||MILD|ARID
gaia_mild_arid_shelf|Mild arid shelf biome|||||unilib:misc_matrix_gaia_mild|||unilib:sand_ordinary||||||SHELF|LOWLAND||MILD|ARID
gaia_mild_arid_highland|Mild arid highland biome|||||unilib:misc_matrix_gaia_mild|||unilib:sand_ordinary||||||HIGHLAND|SHELF||MILD|ARID
gaia_mild_arid_mountain|Mild arid mountain biome|||unilib:stone_sandstone_ordinary 15|unilib:stone_sandstone_desert 25|unilib:stone_desert|||||||||MOUNTAIN|HIGHLAND||MILD|ARID
gaia_mild_arid_strato|Mild arid stratospheric biome|||unilib:stone_sandstone_ordinary 15|unilib:stone_sandstone_desert 25|unilib:stone_desert|||||||||STRATO|MOUNTAIN||MILD|ARID

# =================================================================================================
# Cool humid biomes
# =================================================================================================

gaia_cool_humid_ocean|Cool humid ocean biome|||unilib:sand_silt 2|unilib:sand_ordinary 4|unilib:stone_basalt_brown|||||||||BEACH_MIN|OCEAN||COOL|HUMID
gaia_cool_humid_beach|Cool humid beach biome|||unilib:sand_ordinary 2|unilib:stone_sandstone_ordinary 4|unilib:stone_basalt_brown|||||||||BEACH_MAX|BEACH_MIN||COOL|HUMID
gaia_cool_humid_coastal|Cool humid coastal biome|||unilib:dirt_silt_coarse_with_litter_coniferous 1|unilib:dirt_silt_coarse 4|unilib:stone_basalt_brown|||||||||COASTAL|BEACH_MAX||COOL|HUMID
gaia_cool_humid_lowland|Cool humid lowland biome|||unilib:dirt_silt_fine_with_litter_coniferous 1|unilib:dirt_silt_fine 4|unilib:stone_basalt_brown|||||||||LOWLAND|COASTAL||COOL|HUMID
