# =================================================================================================
# Hot humid biome ecosystems
# =================================================================================================

# Hot humid ocean

# Hot humid beach

# Hot humid coastal
default|gaia_hot_humid_coastal|unilib:dirt_silt_fine_with_litter_rainforest|unilib:dirt_silt_coarse_with_litter_rainforest|0.8|COASTAL|MANGROVE_MAX
default|gaia_hot_humid_coastal|unilib:dirt_silt_fine_with_turf_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|0.8|COASTAL|MANGROVE_MAX

# Hot humid lowland
fungi|gaia_hot_humid_lowland|unilib:dirt_black_with_cover_fungi|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL
fungi|gaia_hot_humid_lowland|unilib:dirt_black_with_cover_vine|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_humid_lowland|unilib:dirt_black_with_litter_rainforest|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_humid_lowland|unilib:dirt_clayey_with_turf_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_humid_lowland|unilib:dirt_dark_with_litter_rainforest|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_humid_lowland|unilib:dirt_sandy_with_turf_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_humid_lowland|unilib:dirt_silt_coarse_with_turf_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|0.8|LOWLAND|COASTAL

# Hot humid shelf
fungi|gaia_hot_humid_shelf|unilib:dirt_black_with_cover_fungi|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND
fungi|gaia_hot_humid_shelf|unilib:dirt_black_with_cover_vine|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_humid_shelf|unilib:dirt_black_with_litter_rainforest|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_humid_shelf|unilib:dirt_clayey_with_turf_hot_humid_shelf|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_humid_shelf|unilib:dirt_dark_with_litter_rainforest|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_humid_shelf|unilib:dirt_sandy_with_turf_hot_humid_shelf|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_humid_shelf|unilib:dirt_silt_fine_with_turf_hot_humid_shelf|unilib:dirt_dark_with_turf_hot_humid_shelf|0.8|SHELF|LOWLAND

# Hot humid highland
fungi|gaia_hot_humid_highland|unilib:dirt_black_with_cover_fungi|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF
fungi|gaia_hot_humid_highland|unilib:dirt_black_with_cover_vine|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_humid_highland|unilib:dirt_black_with_litter_rainforest|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_humid_highland|unilib:dirt_clayey_with_turf_hot_humid_highland|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_humid_highland|unilib:dirt_dark_with_litter_rainforest|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_humid_highland|unilib:dirt_sandy_with_turf_hot_humid_highland|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_humid_highland|unilib:dirt_silt_fine_with_turf_hot_humid_highland|unilib:dirt_ordinary_with_turf_hot_humid_highland|0.8|HIGHLAND|SHELF

# Hot humid mountain

# Hot humid strato

# =================================================================================================
# Hot semihumid biome ecosystems
# =================================================================================================

# Hot semihumid ocean

# Hot semihumid beach
default|gaia_hot_semihumid_beach|unilib:sand_silt|unilib:sand_volcanic_dust|0.8|BEACH_MAX|BEACH_MIN

# Hot semihumid coastal
default|gaia_hot_semihumid_coastal|unilib:dirt_black_with_litter_rainforest|unilib:dirt_silt_fine_with_turf_hot_semihumid_coastal|0.6|COASTAL|BEACH_MAX
default|gaia_hot_semihumid_coastal|unilib:dirt_black_with_turf_hot_semihumid_coastal|unilib:dirt_silt_fine_with_turf_hot_semihumid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semihumid_coastal|unilib:dirt_brown_with_turf_hot_semihumid_coastal|unilib:dirt_silt_fine_with_turf_hot_semihumid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semihumid_coastal|unilib:dirt_clayey_with_turf_hot_semihumid_coastal|unilib:dirt_silt_fine_with_turf_hot_semihumid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semihumid_coastal|unilib:dirt_sandy_with_turf_hot_semihumid_coastal|unilib:dirt_silt_fine_with_turf_hot_semihumid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semihumid_coastal|unilib:dirt_silt_coarse_with_turf_hot_semihumid_coastal|unilib:dirt_silt_fine_with_turf_hot_semihumid_coastal|0.8|COASTAL|BEACH_MAX

# Hot semihumid lowland
default|gaia_hot_semihumid_lowland|unilib:dirt_black_with_litter_rainforest|unilib:dirt_dark_with_turf_hot_semihumid_lowland|0.7|LOWLAND|COASTAL
default|gaia_hot_semihumid_lowland|unilib:dirt_black_with_turf_hot_semihumid_lowland|unilib:dirt_dark_with_turf_hot_semihumid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semihumid_lowland|unilib:dirt_brown_with_turf_hot_semihumid_lowland|unilib:dirt_dark_with_turf_hot_semihumid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semihumid_lowland|unilib:dirt_clayey_with_turf_hot_semihumid_lowland|unilib:dirt_dark_with_turf_hot_semihumid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semihumid_lowland|unilib:dirt_sandy_with_turf_hot_semihumid_lowland|unilib:dirt_dark_with_turf_hot_semihumid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semihumid_lowland|unilib:dirt_silt_fine_with_turf_hot_semihumid_lowland|unilib:dirt_dark_with_turf_hot_semihumid_lowland|0.8|LOWLAND|COASTAL

# Hot semihumid shelf
default|gaia_hot_semihumid_shelf|unilib:dirt_black_with_litter_rainforest|unilib:dirt_ordinary_with_turf_hot_semihumid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semihumid_shelf|unilib:dirt_black_with_turf_hot_semihumid_shelf|unilib:dirt_ordinary_with_turf_hot_semihumid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semihumid_shelf|unilib:dirt_brown_with_turf_hot_semihumid_shelf|unilib:dirt_ordinary_with_turf_hot_semihumid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semihumid_shelf|unilib:dirt_clayey_with_turf_hot_semihumid_shelf|unilib:dirt_ordinary_with_turf_hot_semihumid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semihumid_shelf|unilib:dirt_sandy_with_turf_hot_semihumid_shelf|unilib:dirt_ordinary_with_turf_hot_semihumid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semihumid_shelf|unilib:dirt_silt_fine_with_turf_hot_semihumid_shelf|unilib:dirt_ordinary_with_turf_hot_semihumid_shelf|0.8|SHELF|LOWLAND

# Hot semihumid highland
default|gaia_hot_semihumid_highland|unilib:dirt_black_with_litter_rainforest|unilib:dirt_coarse_with_turf_hot_semihumid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semihumid_highland|unilib:dirt_black_with_turf_hot_semihumid_highland|unilib:dirt_coarse_with_turf_hot_semihumid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semihumid_highland|unilib:dirt_brown_with_turf_hot_semihumid_highland|unilib:dirt_coarse_with_turf_hot_semihumid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semihumid_highland|unilib:dirt_clayey_with_turf_hot_semihumid_highland|unilib:dirt_coarse_with_turf_hot_semihumid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semihumid_highland|unilib:dirt_sandy_with_turf_hot_semihumid_highland|unilib:dirt_coarse_with_turf_hot_semihumid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semihumid_highland|unilib:dirt_silt_fine_with_turf_hot_semihumid_highland|unilib:dirt_coarse_with_turf_hot_semihumid_highland|0.8|HIGHLAND|SHELF

# Hot semihumid mountain

# Hot semihumid strato

# =================================================================================================
# Hot temperate biome ecosystems
# =================================================================================================

# Hot temperate ocean

# Hot temperate beach

# Hot temperate coastal
default|gaia_hot_temperate_coastal|unilib:dirt_black_with_litter_rainforest|unilib:dirt_dark_with_turf_hot_temperate_coastal|0.6|COASTAL|BEACH_MAX
default|gaia_hot_temperate_coastal|unilib:dirt_black_with_turf_hot_temperate_coastal|unilib:dirt_dark_with_turf_hot_temperate_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_temperate_coastal|unilib:dirt_brown_with_turf_hot_temperate_coastal|unilib:dirt_dark_with_turf_hot_temperate_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_temperate_coastal|unilib:dirt_clayey_with_turf_hot_temperate_coastal|unilib:dirt_dark_with_turf_hot_temperate_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_temperate_coastal|unilib:dirt_sandy_with_turf_hot_temperate_coastal|unilib:dirt_dark_with_turf_hot_temperate_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_temperate_coastal|unilib:dirt_silt_fine_with_turf_hot_temperate_coastal|unilib:dirt_dark_with_turf_hot_temperate_coastal|0.8|COASTAL|BEACH_MAX

# Hot temperate lowland
default|gaia_hot_temperate_lowland|unilib:dirt_black_with_litter_rainforest|unilib:dirt_ordinary_with_turf_hot_temperate_lowland|0.7|LOWLAND|COASTAL
default|gaia_hot_temperate_lowland|unilib:dirt_black_with_turf_hot_temperate_lowland|unilib:dirt_ordinary_with_turf_hot_temperate_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_temperate_lowland|unilib:dirt_brown_with_turf_hot_temperate_lowland|unilib:dirt_ordinary_with_turf_hot_temperate_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_temperate_lowland|unilib:dirt_clayey_with_turf_hot_temperate_lowland|unilib:dirt_ordinary_with_turf_hot_temperate_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_temperate_lowland|unilib:dirt_sandy_with_turf_hot_temperate_lowland|unilib:dirt_ordinary_with_turf_hot_temperate_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_temperate_lowland|unilib:dirt_silt_fine_with_turf_hot_temperate_lowland|unilib:dirt_ordinary_with_turf_hot_temperate_lowland|0.8|LOWLAND|COASTAL

# Hot temperate shelf
default|gaia_hot_temperate_shelf|unilib:dirt_black_with_litter_rainforest|unilib:dirt_coarse_with_turf_hot_temperate_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_temperate_shelf|unilib:dirt_black_with_turf_hot_temperate_shelf|unilib:dirt_coarse_with_turf_hot_temperate_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_temperate_shelf|unilib:dirt_brown_with_turf_hot_temperate_shelf|unilib:dirt_coarse_with_turf_hot_temperate_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_temperate_shelf|unilib:dirt_clayey_with_turf_hot_temperate_shelf|unilib:dirt_coarse_with_turf_hot_temperate_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_temperate_shelf|unilib:dirt_sandy_with_turf_hot_temperate_shelf|unilib:dirt_coarse_with_turf_hot_temperate_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_temperate_shelf|unilib:dirt_silt_fine_with_turf_hot_temperate_shelf|unilib:dirt_coarse_with_turf_hot_temperate_shelf|0.8|SHELF|LOWLAND

# Hot temperate highland
default|gaia_hot_temperate_highland|unilib:dirt_black_with_litter_rainforest|unilib:clay_red_with_turf_hot_temperate_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_temperate_highland|unilib:dirt_black_with_turf_hot_temperate_highland|unilib:clay_red_with_turf_hot_temperate_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_temperate_highland|unilib:dirt_brown_with_turf_hot_temperate_highland|unilib:clay_red_with_turf_hot_temperate_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_temperate_highland|unilib:dirt_clayey_with_turf_hot_temperate_highland|unilib:clay_red_with_turf_hot_temperate_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_temperate_highland|unilib:dirt_sandy_with_turf_hot_temperate_highland|unilib:clay_red_with_turf_hot_temperate_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_temperate_highland|unilib:dirt_silt_fine_with_turf_hot_temperate_highland|unilib:clay_red_with_turf_hot_temperate_highland|0.8|HIGHLAND|SHELF

# Hot temperate mountain

# Hot temperate strato

# =================================================================================================
# Hot semiarid biome ecosystems
# =================================================================================================

# Hot semiarid ocean

# Hot semiarid beach

# Hot semiarid coastal
default|gaia_hot_semiarid_coastal|unilib:dirt_black_with_turf_hot_semiarid_coastal|unilib:dirt_ordinary_with_turf_hot_semiarid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semiarid_coastal|unilib:dirt_brown_with_turf_hot_semiarid_coastal|unilib:dirt_ordinary_with_turf_hot_semiarid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semiarid_coastal|unilib:dirt_clayey_with_turf_hot_semiarid_coastal|unilib:dirt_ordinary_with_turf_hot_semiarid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semiarid_coastal|unilib:dirt_sandy_with_turf_hot_semiarid_coastal|unilib:dirt_ordinary_with_turf_hot_semiarid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_hot_semiarid_coastal|unilib:dirt_silt_fine_with_turf_hot_semiarid_coastal|unilib:dirt_ordinary_with_turf_hot_semiarid_coastal|0.8|COASTAL|BEACH_MAX

# Hot semiarid lowland
default|gaia_hot_semiarid_lowland|unilib:dirt_black_with_turf_hot_semiarid_lowland|unilib:dirt_coarse_with_turf_hot_semiarid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semiarid_lowland|unilib:dirt_brown_with_turf_hot_semiarid_lowland|unilib:dirt_coarse_with_turf_hot_semiarid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semiarid_lowland|unilib:dirt_clayey_with_turf_hot_semiarid_lowland|unilib:dirt_coarse_with_turf_hot_semiarid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semiarid_lowland|unilib:dirt_sandy_with_turf_hot_semiarid_lowland|unilib:dirt_coarse_with_turf_hot_semiarid_lowland|0.8|LOWLAND|COASTAL
default|gaia_hot_semiarid_lowland|unilib:dirt_silt_fine_with_turf_hot_semiarid_lowland|unilib:dirt_coarse_with_turf_hot_semiarid_lowland|0.8|LOWLAND|COASTAL

# Hot semiarid shelf
default|gaia_hot_semiarid_shelf|unilib:dirt_black_with_turf_hot_semiarid_shelf|unilib:clay_red_with_turf_hot_semiarid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semiarid_shelf|unilib:dirt_brown_with_turf_hot_semiarid_shelf|unilib:clay_red_with_turf_hot_semiarid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semiarid_shelf|unilib:dirt_clayey_with_turf_hot_semiarid_shelf|unilib:clay_red_with_turf_hot_semiarid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semiarid_shelf|unilib:dirt_sandy_with_turf_hot_semiarid_shelf|unilib:clay_red_with_turf_hot_semiarid_shelf|0.8|SHELF|LOWLAND
default|gaia_hot_semiarid_shelf|unilib:dirt_silt_fine_with_turf_hot_semiarid_shelf|unilib:clay_red_with_turf_hot_semiarid_shelf|0.8|SHELF|LOWLAND

# Hot semiarid highland
default|gaia_hot_semiarid_highland|unilib:dirt_black_with_turf_hot_semiarid_highland|unilib:dirt_clayey_with_turf_hot_semiarid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semiarid_highland|unilib:dirt_brown_with_turf_hot_semiarid_highland|unilib:dirt_clayey_with_turf_hot_semiarid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semiarid_highland|unilib:dirt_ordinary_with_turf_hot_semiarid_highland|unilib:dirt_clayey_with_turf_hot_semiarid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semiarid_highland|unilib:dirt_sandy_with_turf_hot_semiarid_highland|unilib:dirt_clayey_with_turf_hot_semiarid_highland|0.8|HIGHLAND|SHELF
default|gaia_hot_semiarid_highland|unilib:dirt_silt_fine_with_turf_hot_semiarid_highland|unilib:dirt_clayey_with_turf_hot_semiarid_highland|0.8|HIGHLAND|SHELF

# Hot semiarid mountain

# Hot semiarid strato

# =================================================================================================
# Hot arid biome ecosystems
# =================================================================================================

# Hot arid ocean

# Hot arid beach

# Hot arid coastal
default|gaia_hot_arid_coastal|unilib:dirt_sandy|unilib:sand_barren|0.8|COASTAL|BEACH_MAX
default|gaia_hot_arid_coastal|unilib:dirt_sandy_with_turf_hot_arid_coastal|unilib:sand_barren|0.8|COASTAL|BEACH_MAX
default|gaia_hot_arid_coastal|unilib:sand_pink|unilib:sand_barren|0.8|COASTAL|BEACH_MAX
default|gaia_hot_arid_coastal|unilib:sand_silica|unilib:sand_barren|0.8|COASTAL|BEACH_MAX
default|gaia_hot_arid_coastal|unilib:stone_sandstone_red|unilib:sand_barren|0.8|COASTAL|BEACH_MAX

# Hot arid lowland
rare|gaia_hot_arid_lowland|unilib:dirt_sandy|unilib:clay_baked_orange|0.8|LOWLAND|COASTAL
rare|gaia_hot_arid_lowland|unilib:dirt_sandy_with_turf_hot_arid_lowland|unilib:clay_baked_orange|0.8|LOWLAND|COASTAL
rare|gaia_hot_arid_lowland|unilib:sand_pink|unilib:clay_baked_orange|0.8|LOWLAND|COASTAL
rare|gaia_hot_arid_lowland|unilib:sand_silica|unilib:clay_baked_orange|0.8|LOWLAND|COASTAL
rare|gaia_hot_arid_lowland|unilib:stone_sandstone_red|unilib:clay_baked_orange|0.8|LOWLAND|COASTAL

# Hot arid shelf
rare|gaia_hot_arid_shelf|unilib:dirt_sandy|unilib:clay_baked_orange|0.8|SHELF|LOWLAND
rare|gaia_hot_arid_shelf|unilib:dirt_sandy_with_turf_hot_arid_shelf|unilib:clay_baked_orange|0.8|SHELF|LOWLAND
rare|gaia_hot_arid_shelf|unilib:sand_pink|unilib:clay_baked_orange|0.8|SHELF|LOWLAND
rare|gaia_hot_arid_shelf|unilib:sand_silica|unilib:clay_baked_orange|0.8|SHELF|LOWLAND
rare|gaia_hot_arid_shelf|unilib:stone_sandstone_red|unilib:clay_baked_orange|0.8|SHELF|LOWLAND

# Hot arid highland
rare|gaia_hot_arid_highland|unilib:dirt_sandy|unilib:clay_baked_orange|0.8|HIGHLAND|SHELF
rare|gaia_hot_arid_highland|unilib:dirt_sandy_with_turf_hot_arid_highland|unilib:clay_baked_orange|0.8|HIGHLAND|SHELF
rare|gaia_hot_arid_highland|unilib:sand_pink|unilib:clay_baked_orange|0.8|HIGHLAND|SHELF
rare|gaia_hot_arid_highland|unilib:sand_silica|unilib:clay_baked_orange|0.8|HIGHLAND|SHELF
rare|gaia_hot_arid_highland|unilib:stone_sandstone_red|unilib:clay_baked_orange|0.8|HIGHLAND|SHELF

# Hot arid mountain

# Hot arid strato

# =================================================================================================
# Warm humid biome ecosystems
# =================================================================================================

# Warm humid ocean

# Warm humid beach
default|gaia_warm_humid_beach|unilib:sand_silt|unilib:sand_silica|0.8|BEACH_MAX|BEACH_MIN

# Warm humid coastal
default|gaia_warm_humid_coastal|unilib:dirt_black_with_litter_forest_leafy|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.6|COASTAL|BEACH_MAX
default|gaia_warm_humid_coastal|unilib:dirt_black_with_turf_warm_humid_coastal|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_humid_coastal|unilib:dirt_brown_with_turf_warm_humid_coastal|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_humid_coastal|unilib:dirt_clayey_with_turf_warm_humid_coastal|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_humid_coastal|unilib:dirt_ordinary_with_turf_warm_humid_coastal|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_humid_coastal|unilib:dirt_sandy_with_turf_warm_humid_coastal|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_humid_coastal|unilib:dirt_silt_fine_with_turf_warm_humid_coastal|unilib:dirt_silt_coarse_with_turf_warm_humid_coastal|0.8|COASTAL|BEACH_MAX

# Warm humid lowland
default|gaia_warm_humid_lowland|unilib:dirt_black_with_litter_forest_leafy|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.7|LOWLAND|COASTAL
default|gaia_warm_humid_lowland|unilib:dirt_black_with_turf_warm_humid_lowland|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_warm_humid_lowland|unilib:dirt_brown_with_turf_warm_humid_lowland|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_warm_humid_lowland|unilib:dirt_clayey_with_turf_warm_humid_lowland|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_warm_humid_lowland|unilib:dirt_ordinary_with_turf_warm_humid_lowland|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_warm_humid_lowland|unilib:dirt_sandy_with_turf_warm_humid_lowland|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.8|LOWLAND|COASTAL
default|gaia_warm_humid_lowland|unilib:dirt_silt_coarse_with_turf_warm_humid_lowland|unilib:dirt_silt_fine_with_turf_warm_humid_lowland|0.8|LOWLAND|COASTAL

# Warm humid shelf
default|gaia_warm_humid_shelf|unilib:dirt_black_with_litter_forest_leafy|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_warm_humid_shelf|unilib:dirt_black_with_turf_warm_humid_shelf|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_warm_humid_shelf|unilib:dirt_brown_with_turf_warm_humid_shelf|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_warm_humid_shelf|unilib:dirt_clayey_with_turf_warm_humid_shelf|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_warm_humid_shelf|unilib:dirt_ordinary_with_turf_warm_humid_shelf|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_warm_humid_shelf|unilib:dirt_sandy_with_turf_warm_humid_shelf|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND
default|gaia_warm_humid_shelf|unilib:dirt_silt_fine_with_turf_warm_humid_shelf|unilib:dirt_dark_with_turf_warm_humid_shelf|0.8|SHELF|LOWLAND

# Warm humid highland
default|gaia_warm_humid_highland|unilib:dirt_black_with_litter_forest_leafy|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_warm_humid_highland|unilib:dirt_black_with_turf_warm_humid_highland|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_warm_humid_highland|unilib:dirt_brown_with_turf_warm_humid_highland|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_warm_humid_highland|unilib:dirt_clayey_with_turf_warm_humid_highland|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_warm_humid_highland|unilib:dirt_ordinary_with_turf_warm_humid_highland|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_warm_humid_highland|unilib:dirt_sandy_with_turf_warm_humid_highland|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF
default|gaia_warm_humid_highland|unilib:dirt_silt_fine_with_turf_warm_humid_highland|unilib:dirt_dark_with_turf_warm_humid_highland|0.8|HIGHLAND|SHELF

# Warm humid mountain

# Warm humid strato

# =================================================================================================
# Warm semihumid biome ecosystems
# =================================================================================================

# Warm semihumid ocean

# Warm semihumid beach

# Warm semihumid coastal
default|gaia_warm_semihumid_coastal|unilib:dirt_black_with_litter_forest_leafy|unilib:dirt_silt_fine_with_turf_warm_semihumid_coastal|0.6|COASTAL|BEACH_MAX
default|gaia_warm_semihumid_coastal|unilib:dirt_black_with_turf_warm_semihumid_coastal|unilib:dirt_silt_fine_with_turf_warm_semihumid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_semihumid_coastal|unilib:dirt_brown_with_turf_warm_semihumid_coastal|unilib:dirt_silt_fine_with_turf_warm_semihumid_coastal|0.8|COASTAL|BEACH_MAX
default|gaia_warm_semihumid_coastal|unilib:dirt_clayey_with_turf_warm_semihumid_coastal|unilib:dirt_silt_fine_with_turf_warm_semihumid_coastal|0.8|COASTAL|BEACH_MAX
