# Vapourisation table, loaded by the "shared_atomic" package
#
# Vapourisation produces "samplings" representing chemical elements (specifically a small quantity
#       of that element). Typically, multiple "samplings" can be used to craft a single ingot,
#       chunk, substance sample (and so on) in the atomic collector
# This file specifies the proportions of different samplings produced for each input item (i.e. each
#       item placed in an atomic vapouriser). The number of samplings required to craft things is
#       described in the construct.csv file
# By default, every vapourisation is randomised (which can be temporarily disabled in the
#       "shared_atomic" package, when necessary). Thus, when we talk about the proportions of gold
#       and silver samplings produced by vapourising some mineral, we're actually talking about the
#       maximum amount of gold and silver that any one vapourisation can produce
#
# Every line in this file consists of three columns
# The first column is an item consumed by the atomic vapouriser, e.g. "unilib:stone_ordinary", or
#       a list of items producing exactly identical output, e.g.
#       "unilib:stone_ordinary unilib:stone_ordinary_block"
# The second column is a factor by which the vapourisation output can be easily increased or
#       decreased, in order to balance the game
# The third column is a string describing the maximum proportions of the samplings produced. For
#       example, "oxygen 60 silicon 40" means that a single input item generates a maximum of 60%
#       oxygen samplings and 40% silicon samplings. Typically, the numbers add up to 100, meaning
#       that they represent percentages. A total of 100 is not compulsory, however.
#       "oxygen 50 silicon 30" would mean that up to 50 oxygen samplings would be produced for every
#       30 silicon samplings
# The maximum number of samplings produced is the product of the second column's vapourisation
#       factor and the third column's proportions; for example, a factor of 0.5 and
#       "oxygen 60 silicon 40" produce up to 30 oxygen samplings and 20 oxygen samplings. (The
#       results of the multiplication are always rounded up, so the maximum number is always at
#       least 1)
# The ACTUAL number of samplings of each type, produced by each vapourisation, is a random number
#       between 0 and the maximum (so even when the probability is 1, there's no guarantee that each
#       type of sampling will be produced in a single vapourisation)
#
# The format of the third column is a sequence of "words", separated by whitespace
# If a "word" containing an alphabetical character matches the name of an element, e.g. "hydrogen"
#       (one of the elements in the third column of periodic_table.csv, converted to lower case),
#       then the corresponding sampling is one of the products of the vapourisation process
# The sampling can be followed by two optional numbers: the first is the proportion of samplings
#       produced (an integer, 1 or above, default 1); the second is the probability that this
#       element's samplings will be produced at all (a fractional number in the range 0-1,
#       default 1)
# The column may contain any number of words; leading or trailing numerical values are ignored, as
#       are any optional numbers after the first two. Thus, the following two lines are identical
#       (but in the second one, all the 99 values are ignored):
#
#   unilib:stone_ordinary|1|oxygen 60 1 silicon 40 1
#   unilib:stone_ordinary|1|99 oxygen 60 1 99 silicon 40 1 99
#
# When the first column specifies an item group, rather than an item, then the output is produced by
#       all items matching the group, IN ADDITION to the item's specific output. For example, these
#       two lines would specify that "unilib:stone_ordinary" produces oxygen, silicon AND gold,
#       in the proportions 60:40:10
#
#   group:smoothstone|1|gold 50 1
#   unilib:stone_ordinary|1|oxygen 60 1 silicon 40 1
#
# Like specific input items, group inputs tend to use proportions that add up to 100. In this case,
#       the word "other" can be used. Consider this example:
#
#   group:smoothstone|1|oxygen 60 1 silicon 30 1 other 10 1
#   unilib:stone_ordinary|1|gold 50 1 silver 50 1
#
# In this case, "unilib:stone_ordinary" (which has the "smoothstone" group) produces up to 60%
#       oxygen, 30% silicon and 10% of whatever is specified by "unilib:stone_ordinary". Thus, it
#       produces up to 60% oxygen, 30% silicon, 5% gold and 5% silver.
# In this situation, the vapourisation factor of "unilib:stone_ordinary" doesn't matter, because the
#       "group:smoothstone" line specifies the combined maximum quantities. In this file, the
#       IGNORE constant is used for the vapourisation factor in those lines
# Also in this situation, the probability for "other" on the "group:smoothstone" line is ignored, so
#       the "unilib:stone_ordinary" line can specify its own probabilities. In this file, "other"
#       probabilities are omitted
#
# As a guide, with:
#       - a vapourisation factor of 1
#       - a sampling proportion of 50%
#       - a probability of 1
#       - a chain of tubes between the vapouriser and collector of the optimal length
#       - one item of output (for example a mineral chunk) requiring 10 samplings
# ...then a stack of input items will produce 55 output items, on average (or a full stack of output
#       items when the debug flags in "atomic" remix packages are enabled)
#
# This file may be modified, but if you do modify it, you should enable the warnings in the
#       "shared_atomic" package until you have eliminated any problems

# input item|vapourisation string

# - item groups -----------------------------------------------------------------------------------

# bushes/trees - carbon 50%, oxygen 42%, hydrogen 6%, various 2% (inc nitrogen, calcium, potassium)
unilib:clay_bentonite_calcium|IGNORE|calcium 3 magnesium 2 hydrogen 2 iron 1
unilib:clay_bentonite_calcium_lump|IGNORE|calcium 3 magnesium 2 hydrogen 2 iron 1
unilib:clay_bentonite_sodium|IGNORE|sodium 3 magnesium 2 calcium 1 hydrogen 1 iron 1
unilib:clay_bentonite_sodium_lump|IGNORE|sodium 3 magnesium 2 calcium 1 hydrogen 1 iron 1
#unilib:clay_brown|IGNORE|
#unilib:clay_brown_lump|IGNORE|
unilib:clay_chalk_pink|IGNORE|calcium 45 carbon 35 magnesium 5 iron 5
unilib:clay_chert|IGNORE|iron 3 calcium 2
unilib:clay_dacite|IGNORE|calcium 4 magnesium 3 iron 3 sodium 3 potassium 2
unilib:clay_dolostone_dark|IGNORE|carbon 38 calcium 35 magnesium 22 iron 2
unilib:clay_eclogite|IGNORE|calcium 10 magnesium 10 iron 9 sodium 4
unilib:clay_gabbro_grey|IGNORE|calcium 10 iron 10 magnesium 7 sodium 3 titanium 2
unilib:clay_gneiss_grey|IGNORE|iron 10 calcium 7 magnesium 3 potassium 3 sodium 2
unilib:clay_granite_ebony|IGNORE|potassium 5 sodium 5 iron 5 calcium 2 magnesium 1
unilib:clay_granite_orange|IGNORE|potassium 5 sodium 5 iron 5 calcium 2 magnesium 1
unilib:clay_greywacke_pale|IGNORE|iron 10 calcium 5 magnesium 3 potassium 2 sodium 2
unilib:clay_gumland_hardpan|IGNORE|iron 2 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_gumland_topsoil|IGNORE|iron 2 calcium 1 magnesium 1 potassium 1 sodium 1
#unilib:clay_kaolinite|IGNORE|
#unilib:clay_kaolinite_lump|IGNORE|
unilib:clay_komatiite|IGNORE|magnesium 25 iron 12 calcium 10 sodium 2 potassium 1
unilib:clay_lignite|IGNORE|carbon 65 hydrogen 5 sulphur 3 nitrogen 2
unilib:clay_limestone_beige|IGNORE|calcium 45 carbon 35 magnesium 5 iron 5 sodium 2
unilib:clay_marble_cream|IGNORE|calcium 50 carbon 45 magnesium 2 iron 1
unilib:clay_migmatite|IGNORE|iron 10 calcium 5 magnesium 5 potassium 3 sodium 2
#unilib:clay_ordinary|IGNORE|
#unilib:clay_ordinary_hardened|IGNORE|
#unilib:clay_ordinary_lump|IGNORE|
unilib:clay_quartzite_red|IGNORE|iron 1
#unilib:clay_red|IGNORE|
unilib:clay_rhyolite_dark|IGNORE|potassium 5 sodium 5 iron 2 calcium 1 magnesium 1
unilib:clay_schist_blue|IGNORE|iron 15 magnesium 5 calcium 5 potassium 5
unilib:clay_schist_green_pale|IGNORE|iron 15 magnesium 5 calcium 5 potassium 5
unilib:clay_shale_white|IGNORE|iron 8 calcium 5 potassium 4 magnesium 3 sodium 3
unilib:clay_siltstone_pale|IGNORE|iron 8 calcium 5 magnesium 3 potassium 2 sodium 2
unilib:clay_soapstone|IGNORE|magnesium 30 iron 3 calcium 1
unilib:clay_terracotta_black|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_blue|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_brown|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_cyan|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_green|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_green_dark|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_grey|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_grey_dark|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_magenta|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_orange|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_pink|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_red|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_violet|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_white|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_terracotta_yellow|IGNORE|iron 5 calcium 1 magnesium 1 potassium 1 sodium 1
unilib:clay_vermiculite|IGNORE|iron 10 magnesium 9 hydrogen 2
unilib:clay_vermiculite_lump|IGNORE|iron 10 magnesium 9 hydrogen 2

# - gravels (oxygen 45 silicon 25 aluminium 10 iron 3 calcium 2 other 15) -------------------------

unilib:gravel_andesite_white|IGNORE|magnesium 5 sodium 5 titanium 2
unilib:gravel_basalt_pale|IGNORE|magnesium 7 sodium 3 titanium 2
unilib:gravel_chalk_pink|IGNORE|carbon 35 magnesium 5
#unilib:gravel_chert|IGNORE|
unilib:gravel_dacite|IGNORE|magnesium 3 sodium 3 potassium 2
#unilib:gravel_dark|IGNORE|
unilib:gravel_dolostone_dark|IGNORE|carbon 38 magnesium 22
unilib:gravel_eclogite|IGNORE|magnesium 10 sodium 4
unilib:gravel_gabbro_grey|IGNORE|magnesium 7 sodium 3 titanium 2
unilib:gravel_gneiss_grey|IGNORE|magnesium 3 potassium 3 sodium 2
unilib:gravel_granite_ebony|IGNORE|potassium 5 sodium 5 magnesium 1
unilib:gravel_granite_orange|IGNORE|potassium 5 sodium 5 magnesium 1
unilib:gravel_greywacke_pale|IGNORE|magnesium 3 potassium 2 sodium 2
unilib:gravel_komatiite|IGNORE|magnesium 25 sodium 2 potassium 1
unilib:gravel_lignite|IGNORE|carbon 65 sulphur 3 nitrogen 2
unilib:gravel_limestone_beige|IGNORE|carbon 35 magnesium 5 sodium 2
unilib:gravel_marble_cream|IGNORE|carbon 45 magnesium 2
unilib:gravel_migmatite|IGNORE|magnesium 5 potassium 3 sodium 2
#unilib:gravel_mossy|IGNORE|
#unilib:gravel_ordinary|IGNORE|
#unilib:gravel_ordinary_cobble|IGNORE|
#unilib:gravel_quartzite_red|IGNORE|
#unilib:gravel_red_antipodean|IGNORE|
unilib:gravel_rhyolite_dark|IGNORE|potassium 5 sodium 5 magnesium 1
#unilib:gravel_sandstone_desert|IGNORE|
#unilib:gravel_sandstone_golden|IGNORE|
#unilib:gravel_sandstone_ordinary|IGNORE|
#unilib:gravel_sandstone_silver|IGNORE|
unilib:gravel_schist_blue|IGNORE|magnesium 5 potassium 5
unilib:gravel_schist_green_pale|IGNORE|magnesium 5 potassium 5
unilib:gravel_shale_white|IGNORE|potassium 4 magnesium 3 sodium 3
unilib:gravel_siltstone_pale|IGNORE|magnesium 3 potassium 2 sodium 2
unilib:gravel_soapstone|IGNORE|magnesium 30
#unilib:gravel_stone_desert|IGNORE|

# - metals ----------------------------------------------------------------------------------------

unilib:metal_actinium_sample|VAPOURISE_SAMPLE|actinium 100

unilib:metal_adamantite_block|VAPOURISE_METAL_BLOCK|carbon 80 gold 10 silver 10
unilib:metal_adamantite_block_chiselled|VAPOURISE_METAL_BLOCK|carbon 80 gold 10 silver 10
unilib:metal_adamantite_brick|VAPOURISE_METAL_BRICK|carbon 80 gold 10 silver 10
unilib:metal_adamantite_ingot|VAPOURISE_METAL_INGOT|carbon 80 gold 10 silver 10
unilib:metal_adamantite_lump|VAPOURISE_LUMP|carbon 80 gold 10 silver 10
unilib:metal_adamantite_powder|VAPOURISE_POWDER|carbon 80 gold 10 silver 10

unilib:metal_albata_block|VAPOURISE_METAL_BLOCK|copper 60 nickel 20 zinc 20
unilib:metal_albata_ingot|VAPOURISE_METAL_INGOT|copper 60 nickel 20 zinc 20
unilib:metal_albata_powder|VAPOURISE_POWDER|copper 60 nickel 20 zinc 20

unilib:metal_aluminium_block|VAPOURISE_METAL_BLOCK|aluminium 100
unilib:metal_aluminium_ingot|VAPOURISE_METAL_INGOT|aluminium 100
unilib:metal_aluminium_powder|VAPOURISE_POWDER|aluminium 100

unilib:metal_americium_sample|VAPOURISE_SAMPLE|americium 100

unilib:metal_antimony_chunk|VAPOURISE_METAL_INGOT|antimony 100

unilib:metal_arsenic_sample|VAPOURISE_SAMPLE|arsenic 100

unilib:metal_barium_chunk|VAPOURISE_METAL_INGOT|barium 100

unilib:metal_berkelium_sample|VAPOURISE_SAMPLE|berkelium 100

unilib:metal_beryllium_chunk|VAPOURISE_METAL_INGOT|beryllium 100

unilib:metal_bismuth_block|VAPOURISE_METAL_BLOCK|bismuth 100
unilib:metal_bismuth_ingot|VAPOURISE_METAL_INGOT|bismuth 100
unilib:metal_bismuth_powder|VAPOURISE_POWDER|bismuth 100

unilib:metal_bohrium_sample|VAPOURISE_SAMPLE|bohrium 100

unilib:metal_boron_chunk|VAPOURISE_METAL_INGOT|boron 100

# Alpha brasses
unilib:metal_brass_block|VAPOURISE_METAL_BLOCK|copper 65 zinc 35
unilib:metal_brass_ingot|VAPOURISE_METAL_INGOT|copper 65 zinc 35
unilib:metal_brass_powder|VAPOURISE_POWDER|copper 65 zinc 35

# Duplex brasses
unilib:metal_brass_rare_block|VAPOURISE_METAL_BLOCK|copper 55 zinc 45
unilib:metal_brass_rare_ingot|VAPOURISE_METAL_INGOT|copper 55 zinc 45
unilib:metal_brass_rare_powder|VAPOURISE_POWDER|copper 55 zinc 45

unilib:metal_bronze_block|VAPOURISE_METAL_BLOCK|copper 84 tin 12 aluminium 1 0.3 manganese 1 0.3 nickel 1 0.3 zinc 1 0.3
unilib:metal_bronze_ingot|VAPOURISE_METAL_INGOT|copper 84 tin 12 aluminium 1 0.3 manganese 1 0.3 nickel 1 0.3 zinc 1 0.3
unilib:metal_bronze_powder|VAPOURISE_POWDER|copper 84 tin 12 aluminium 1 0.3 manganese 1 0.3 nickel 1 0.3 zinc 1 0.3

unilib:metal_bronze_bismuth_block|VAPOURISE_METAL_BLOCK|copper 82 tin 12 bismuth 6
unilib:metal_bronze_bismuth_ingot|VAPOURISE_METAL_INGOT|copper 82 tin 12 bismuth 6
unilib:metal_bronze_bismuth_powder|VAPOURISE_POWDER|copper 82 tin 12 bismuth 6

unilib:metal_bronze_black_block|VAPOURISE_METAL_BLOCK|copper 70 gold 15 silver 15
unilib:metal_bronze_black_ingot|VAPOURISE_METAL_INGOT|copper 70 gold 15 silver 15
unilib:metal_bronze_black_powder|VAPOURISE_POWDER|copper 70 gold 15 silver 15

unilib:metal_bronze_rare_block|VAPOURISE_METAL_BLOCK|copper 85 tin 12 phosphorus 1 0.3 arsenic 1 0.3 silicon 1 0.3
unilib:metal_bronze_rare_ingot|VAPOURISE_METAL_INGOT|copper 85 tin 12 phosphorus 1 0.3 arsenic 1 0.3 silicon 1 0.3
unilib:metal_bronze_rare_powder|VAPOURISE_POWDER|copper 85 tin 12 phosphorus 1 0.3 arsenic 1 0.3 silicon 1 0.3

unilib:metal_cadmium_block|VAPOURISE_METAL_BLOCK|cadmium 100
unilib:metal_cadmium_ingot|VAPOURISE_METAL_INGOT|cadmium 100
unilib:metal_cadmium_powder|VAPOURISE_POWDER|cadmium 100

unilib:metal_caesium_sample|VAPOURISE_SAMPLE|caesium 100

unilib:metal_calcium_chunk|VAPOURISE_METAL_INGOT|calcium 100

unilib:metal_californium_sample|VAPOURISE_SAMPLE|californium 100

unilib:metal_cerium_chunk|VAPOURISE_METAL_INGOT|cerium 100

unilib:metal_chromium_block|VAPOURISE_METAL_BLOCK|chromium 100
unilib:metal_chromium_ingot|VAPOURISE_METAL_INGOT|chromium 100
unilib:metal_chromium_lump|VAPOURISE_LUMP|chromium 100
unilib:metal_chromium_powder|VAPOURISE_POWDER|chromium 100

unilib:metal_cobalt_block|VAPOURISE_METAL_BLOCK|cobalt 100
unilib:metal_cobalt_ingot|VAPOURISE_METAL_INGOT|cobalt 100
unilib:metal_cobalt_powder|VAPOURISE_POWDER|cobalt 100

unilib:metal_copernicium_sample|VAPOURISE_SAMPLE|copernicium 100

unilib:metal_copper_block|VAPOURISE_METAL_BLOCK|copper 100
unilib:metal_copper_ingot|VAPOURISE_METAL_INGOT|copper 100
unilib:metal_copper_lump|VAPOURISE_LUMP|copper 100
unilib:metal_copper_patina_block|VAPOURISE_METAL_BLOCK|copper 100
unilib:metal_copper_powder|VAPOURISE_POWDER|copper 100

unilib:metal_copper_rare_block|VAPOURISE_METAL_BLOCK|copper 90 oxygen 10
unilib:metal_copper_rare_ingot|VAPOURISE_METAL_INGOT|copper 90 oxygen 10
unilib:metal_copper_rare_powder|VAPOURISE_POWDER|copper 90 oxygen 10

unilib:metal_curium_sample|VAPOURISE_SAMPLE|curium 100

unilib:metal_darmstadtium_sample|VAPOURISE_SAMPLE|darmstadtium 100

unilib:metal_dubnium_sample|VAPOURISE_SAMPLE|dubnium 100

unilib:metal_dysprosium_chunk|VAPOURISE_METAL_INGOT|dysprosium 100

unilib:metal_einsteinium_sample|VAPOURISE_SAMPLE|einsteinium 100

unilib:metal_erbium_block|VAPOURISE_METAL_BLOCK|erbium 100
unilib:metal_erbium_ingot|VAPOURISE_METAL_INGOT|erbium 100
unilib:metal_erbium_powder|VAPOURISE_POWDER|erbium 100

unilib:metal_europium_sample|VAPOURISE_SAMPLE|europium 100

unilib:metal_fermium_sample|VAPOURISE_SAMPLE|fermium 100

unilib:metal_flerovium_sample|VAPOURISE_SAMPLE|flerovium 100

unilib:metal_francium_sample|VAPOURISE_SAMPLE|francium 100

unilib:metal_gadolinium_chunk|VAPOURISE_METAL_INGOT|gadolinium 100

unilib:metal_gallium_block|VAPOURISE_METAL_BLOCK|gallium 100
unilib:metal_gallium_ingot|VAPOURISE_METAL_INGOT|gallium 100
unilib:metal_gallium_powder|VAPOURISE_POWDER|gallium 100

unilib:metal_geminitium_block|VAPOURISE_METAL_BLOCK|carbon 60 boron 10 gold 10 silver 10 nitrogen 5 silicon 5
unilib:metal_geminitium_brick|VAPOURISE_METAL_BRICK|carbon 60 boron 10 gold 10 silver 10 nitrogen 5 silicon 5
unilib:metal_geminitium_ingot|VAPOURISE_METAL_INGOT|carbon 60 boron 10 gold 10 silver 10 nitrogen 5 silicon 5
unilib:metal_geminitium_lump|VAPOURISE_LUMP|carbon 60 boron 10 gold 10 silver 10 nitrogen 5 silicon 5

unilib:metal_germanium_block|VAPOURISE_METAL_BLOCK|germanium 100
unilib:metal_germanium_ingot|VAPOURISE_METAL_INGOT|germanium 100
unilib:metal_germanium_powder|VAPOURISE_POWDER|germanium 100

unilib:metal_gold_block|VAPOURISE_METAL_BLOCK|gold 100
unilib:metal_gold_ingot|VAPOURISE_METAL_INGOT|gold 100
unilib:metal_gold_lump|VAPOURISE_LUMP|gold 100
unilib:metal_gold_powder|VAPOURISE_POWDER|gold 100

unilib:metal_gold_rare_block|VAPOURISE_METAL_BLOCK|gold 90 silver 5 copper 3 palladium 2
unilib:metal_gold_rare_ingot|VAPOURISE_METAL_INGOT|gold 90 silver 5 copper 3 palladium 2
unilib:metal_gold_rare_powder|VAPOURISE_POWDER|gold 90 silver 5 copper 3 palladium 2

unilib:metal_gold_rose_block|VAPOURISE_METAL_BLOCK|gold 75 copper 25
unilib:metal_gold_rose_ingot|VAPOURISE_METAL_INGOT|gold 75 copper 25
unilib:metal_gold_rose_powder|VAPOURISE_POWDER|gold 75 copper 25

unilib:metal_hafnium_block|VAPOURISE_METAL_BLOCK|hafnium 100
